disp_avg,t_cent,daily_average
1.1622898854081838e-09,2020-02-29 13:30:00+00:00,1.1706584402592134e-09
1.254872270987144e-09,2020-02-29 14:30:00+00:00,1.1581190081930412e-09
1.254050970930965e-09,2020-02-29 15:30:00+00:00,1.1455453552911948e-09
1.2722525524010106e-09,2020-02-29 16:30:00+00:00,1.1337301016172667e-09
1.246433428045278e-09,2020-02-29 17:30:00+00:00,1.1262124744966717e-09
1.2295845692048084e-09,2020-02-29 18:30:00+00:00,1.1160883175667057e-09
1.2228841046005547e-09,2020-02-29 19:30:00+00:00,1.1076435596230065e-09
1.2064116100091934e-09,2020-02-29 20:30:00+00:00,1.099432986513256e-09
1.213511326981989e-09,2020-02-29 21:30:00+00:00,1.0910033784703756e-09
1.1549208499621249e-09,2020-02-29 22:30:00+00:00,1.0819886388281947e-09
1.09946379924769e-09,2020-02-29 23:30:00+00:00,1.0713143062052153e-09
1.095882520828062e-09,2020-03-01 00:30:00+00:00,1.0624140602992892e-09
1.055317483207268e-09,2020-03-01 01:30:00+00:00,1.0577044197574407e-09
1.018741338838595e-09,2020-03-01 02:30:00+00:00,1.052673613800654e-09
9.98823733958934e-10,2020-03-01 03:30:00+00:00,1.048782939335298e-09
9.363437494428102e-10,2020-03-01 04:30:00+00:00,1.0467192771065704e-09
8.298487018706429e-10,2020-03-01 05:30:00+00:00,1.0436655043520673e-09
7.264454399660155e-10,2020-03-01 06:30:00+00:00,1.040488469030775e-09
6.088154968857711e-10,2020-03-01 07:30:00+00:00,1.0362195213695523e-09
5.530270498307224e-10,2020-03-01 08:30:00+00:00,1.0312667154404295e-09
6.037585546758032e-10,2020-03-01 09:30:00+00:00,1.0267929394348632e-09
6.28512302189703e-10,2020-03-01 10:30:00+00:00,1.0188933441359037e-09
7.304423758186909e-10,2020-03-01 11:30:00+00:00,1.008409437387515e-09
8.567963251295108e-10,2020-03-01 12:30:00+00:00,9.98309601684228e-10
9.543000090655931e-10,2020-03-01 13:30:00+00:00,9.8964335683662e-10
1.0159989246488778e-09,2020-03-01 14:30:00+00:00,9.796903007391924e-10
1.0876713784520835e-09,2020-03-01 15:30:00+00:00,9.72757817719239e-10
1.0977561147373219e-09,2020-03-01 16:30:00+00:00,9.654871328165853e-10
1.1562904294056924e-09,2020-03-01 17:30:00+00:00,9.61731174539936e-10
1.1542456420018265e-09,2020-03-01 18:30:00+00:00,9.58592052573145e-10
1.1277073205641755e-09,2020-03-01 19:30:00+00:00,9.546263532382958e-10
1.1918088588491696e-09,2020-03-01 20:30:00+00:00,9.54017905273295e-10
1.170255224248643e-09,2020-03-01 21:30:00+00:00,9.522155676594054e-10
1.1637960435490532e-09,2020-03-01 22:30:00+00:00,9.525853673921938e-10
1.1381377554628607e-09,2020-03-01 23:30:00+00:00,9.541967822344926e-10
1.0914497459712823e-09,2020-03-02 00:30:00+00:00,9.540120832821268e-10
1.045905570481606e-09,2020-03-02 01:30:00+00:00,9.536199202518907e-10
9.966296724558257e-10,2020-03-02 02:30:00+00:00,9.526986008192755e-10
9.578197795376587e-10,2020-03-02 03:30:00+00:00,9.509901027183892e-10
9.578197795376587e-10,2020-03-02 04:30:00+00:00,9.518849373056743e-10
7.910757049322761e-10,2020-03-02 05:30:00+00:00,9.50269395766576e-10
7.253431424901516e-10,2020-03-02 06:30:00+00:00,9.502234667050815e-10
7.053584165927363e-10,2020-03-02 07:30:00+00:00,9.542460883595383e-10
7.031273970489139e-10,2020-03-02 08:30:00+00:00,9.6050026949363e-10
8.094979011576855e-10,2020-03-02 09:30:00+00:00,9.690727422637082e-10
1.0503447543671929e-09,2020-03-02 10:30:00+00:00,9.866490944377704e-10
1.3700441739251915e-09,2020-03-02 11:30:00+00:00,1.0132991693588745e-09
1.6778195966230326e-09,2020-03-02 12:30:00+00:00,1.0475084723377713e-09
1.7707200931326335e-09,2020-03-02 13:30:00+00:00,1.0815259758405646e-09
1.7600353343485788e-09,2020-03-02 14:30:00+00:00,1.1125274929113855e-09
1.535921056471605e-09,2020-03-02 15:30:00+00:00,1.1312045628288657e-09
1.473277768283509e-09,2020-03-02 16:30:00+00:00,1.14685129839329e-09
1.5386529543342192e-09,2020-03-02 17:30:00+00:00,1.162783070265312e-09
1.5031915474174742e-09,2020-03-02 18:30:00+00:00,1.1773224829909638e-09
1.5389286625566534e-09,2020-03-02 19:30:00+00:00,1.1944567055739839e-09
1.461860929034177e-09,2020-03-02 20:30:00+00:00,1.2057088751650257e-09
1.495283564331242e-09,2020-03-02 21:30:00+00:00,1.2192517226684674e-09
1.464831171441867e-09,2020-03-02 22:30:00+00:00,1.2317948529973347e-09
1.3880341603081808e-09,2020-03-02 23:30:00+00:00,1.242207203199223e-09
1.3309749178223765e-09,2020-03-03 00:30:00+00:00,1.2521874186930185e-09
1.2088317909007372e-09,2020-03-03 01:30:00+00:00,1.2589760112104826e-09
1.1612241495189969e-09,2020-03-03 02:30:00+00:00,1.265834114421448e-09
1.0798075019897417e-09,2020-03-03 03:30:00+00:00,1.2709169361902847e-09
9.928389693000923e-10,2020-03-03 04:30:00+00:00,1.272376069097053e-09
8.795021655123061e-10,2020-03-03 05:30:00+00:00,1.2760605049545536e-09
7.917860080310994e-10,2020-03-03 06:30:00+00:00,1.2788289576854266e-09
7.266706985650773e-10,2020-03-03 07:30:00+00:00,1.279716969434274e-09
7.481191584280283e-10,2020-03-03 08:30:00+00:00,1.2815916261584038e-09
8.543734814832105e-10,2020-03-03 09:30:00+00:00,1.2834614420053007e-09
1.0996103427137165e-09,2020-03-03 10:30:00+00:00,1.2855141748530724e-09
1.4120282566670352e-09,2020-03-03 11:30:00+00:00,1.2872635116339827e-09
1.672577514501067e-09,2020-03-03 12:30:00+00:00,1.2870450915455676e-09
1.7842628127885715e-09,2020-03-03 13:30:00+00:00,1.2876093715312316e-09
1.6664571425716472e-09,2020-03-03 14:30:00+00:00,1.2837102802071927e-09
1.5574130225490585e-09,2020-03-03 15:30:00+00:00,1.2846057787937531e-09
1.4923755818622474e-09,2020-03-03 16:30:00+00:00,1.2854015210262008e-09
1.4456389859807038e-09,2020-03-03 17:30:00+00:00,1.2815259390114711e-09
1.4737902001248724e-09,2020-03-03 18:30:00+00:00,1.2803008828742795e-09
1.4411817207306517e-09,2020-03-03 19:30:00+00:00,1.2762280936315293e-09
1.381463642233743e-09,2020-03-03 20:30:00+00:00,1.272878206681511e-09
1.394322232036193e-09,2020-03-03 21:30:00+00:00,1.2686714845025506e-09
1.395890093781179e-09,2020-03-03 22:30:00+00:00,1.265798939600022e-09
1.358741677221371e-09,2020-03-03 23:30:00+00:00,1.2645784194714047e-09
1.298774381895397e-09,2020-03-04 00:30:00+00:00,1.2632367304744476e-09
1.2303569895208415e-09,2020-03-04 01:30:00+00:00,1.264133613750285e-09
1.1545791796259545e-09,2020-03-04 02:30:00+00:00,1.2638567400047418e-09
1.0713555275454336e-09,2020-03-04 03:30:00+00:00,1.2635045744028956e-09
9.888142086518525e-10,2020-03-04 04:30:00+00:00,1.2633368760425523e-09
9.204599522632521e-10,2020-03-04 05:30:00+00:00,1.2650434504905083e-09
8.028960118742814e-10,2020-03-04 06:30:00+00:00,1.2655063673173078e-09
7.768211802141075e-10,2020-03-04 07:30:00+00:00,1.2675959707193505e-09
7.548406304514519e-10,2020-03-04 08:30:00+00:00,1.26787603205366e-09
8.4538100013754e-10,2020-03-04 09:30:00+00:00,1.2675013453309236e-09
1.0928486316015787e-09,2020-03-04 10:30:00+00:00,1.267219607367918e-09
1.3681954377899507e-09,2020-03-04 11:30:00+00:00,1.265393239914706e-09
1.6277646058169981e-09,2020-03-04 12:30:00+00:00,1.2635260353862033e-09
1.7530197650346745e-09,2020-03-04 13:30:00+00:00,1.2622242417297913e-09
1.6569888458572935e-09,2020-03-04 14:30:00+00:00,1.261829729366693e-09
1.8351315023781245e-09,2020-03-04 15:30:00+00:00,1.273401332692904e-09
1.5461285461224427e-09,2020-03-04 16:30:00+00:00,1.275641039537079e-09
1.4928286033943308e-09,2020-03-04 17:30:00+00:00,1.2776072735959799e-09
1.570363554486726e-09,2020-03-04 18:30:00+00:00,1.2816311633610568e-09
1.459346231073049e-09,2020-03-04 19:30:00+00:00,1.2823880179586568e-09
1.4532890375237345e-09,2020-03-04 20:30:00+00:00,1.2853807427624064e-09
1.4863265787356017e-09,2020-03-04 21:30:00+00:00,1.2892142572082153e-09
1.4324012900150775e-09,2020-03-04 22:30:00+00:00,1.2907355570512942e-09
1.4033072560805883e-09,2020-03-04 23:30:00+00:00,1.2925924561704284e-09
1.3406848100467366e-09,2020-03-05 00:30:00+00:00,1.2943387240100672e-09
1.2143726385320034e-09,2020-03-05 01:30:00+00:00,1.2936727093855324e-09
1.1744760195321153e-09,2020-03-05 02:30:00+00:00,1.2945017443816226e-09
1.1007289076087833e-09,2020-03-05 03:30:00+00:00,1.2957256352175956e-09
1.0286629982546904e-09,2020-03-05 04:30:00+00:00,1.2973860014510468e-09
8.910708901897886e-10,2020-03-05 05:30:00+00:00,1.2961614571979857e-09
7.792077515399591e-10,2020-03-05 06:30:00+00:00,1.2951744463507225e-09
7.271175686957266e-10,2020-03-05 07:30:00+00:00,1.2931034625374567e-09
7.208360774480953e-10,2020-03-05 08:30:00+00:00,1.291686606162317e-09
8.369199822278868e-10,2020-03-05 09:30:00+00:00,1.2913340637494147e-09
1.093539060621503e-09,2020-03-05 10:30:00+00:00,1.291362831625245e-09
1.3699158114332692e-09,2020-03-05 11:30:00+00:00,1.291434513860383e-09
1.6390914505615481e-09,2020-03-05 12:30:00+00:00,1.291906465724739e-09
1.7656611093953854e-09,2020-03-05 13:30:00+00:00,1.2924331884064357e-09
1.6854485747026515e-09,2020-03-05 14:30:00+00:00,1.2936190104416589e-09
1.5419898399454841e-09,2020-03-05 15:30:00+00:00,1.2814047745069654e-09
1.572718471571078e-09,2020-03-05 16:30:00+00:00,1.2825126880673255e-09
1.892900387341178e-09,2020-03-05 17:30:00+00:00,1.2991823457317772e-09
1.6383062833694705e-09,2020-03-05 18:30:00+00:00,1.3020132927685585e-09
1.4586749761176633e-09,2020-03-05 19:30:00+00:00,1.301985323812084e-09
1.4825945655999162e-09,2020-03-05 20:30:00+00:00,1.303206387481925e-09
1.5564820184539586e-09,2020-03-05 21:30:00+00:00,1.3061295308035231e-09
1.716968996867432e-09,2020-03-05 22:30:00+00:00,1.3179865185890382e-09
1.4070457388672988e-09,2020-03-05 23:30:00+00:00,1.3181422887051511e-09
1.3325439674900434e-09,2020-03-06 00:30:00+00:00,1.3178030869319551e-09
1.211854269046748e-09,2020-03-06 01:30:00+00:00,1.3176981548700694e-09
1.1683964861749776e-09,2020-03-06 02:30:00+00:00,1.317444840980189e-09
1.0812834344247169e-09,2020-03-06 03:30:00+00:00,1.3166346129308532e-09
9.93659194377364e-10,2020-03-06 04:30:00+00:00,1.3151761211026308e-09
9.017534292408361e-10,2020-03-06 05:30:00+00:00,1.3156212268964245e-09
8.05466374083483e-10,2020-03-06 06:30:00+00:00,1.316715336169071e-09
7.722638912722668e-10,2020-03-06 07:30:00+00:00,1.3185964329430937e-09
7.356032433795344e-10,2020-03-06 08:30:00+00:00,1.3192117315235708e-09
8.303577220485711e-10,2020-03-06 09:30:00+00:00,1.3189383040160988e-09
1.081732109217752e-09,2020-03-06 10:30:00+00:00,1.31844634770761e-09
1.3987959723603206e-09,2020-03-06 11:30:00+00:00,1.3196496877462368e-09
1.9789636679558162e-09,2020-03-06 12:30:00+00:00,1.3338110301376646e-09
1.7777910062331658e-09,2020-03-06 13:30:00+00:00,1.3343164425059053e-09
1.6855699193877385e-09,2020-03-06 14:30:00+00:00,1.3343214985344505e-09
1.5307642874823136e-09,2020-03-06 15:30:00+00:00,1.3338537671818185e-09
1.4495582171133235e-09,2020-03-06 16:30:00+00:00,1.3287220899127456e-09
1.4044066818177211e-09,2020-03-06 17:30:00+00:00,1.308368185515935e-09
1.486207031665753e-09,2020-03-06 18:30:00+00:00,1.302030716694947e-09
1.5279098853486473e-09,2020-03-06 19:30:00+00:00,1.3049155045795708e-09
1.482700618313519e-09,2020-03-06 20:30:00+00:00,1.3049199234426378e-09
1.3418179821491593e-09,2020-03-06 21:30:00+00:00,1.2959755885966042e-09
1.2999870806227307e-09,2020-03-06 22:30:00+00:00,1.2786013420864085e-09
1.250487010594289e-09,2020-03-06 23:30:00+00:00,1.2720780617416998e-09
1.2424939193607666e-09,2020-03-07 00:30:00+00:00,1.2683259764029797e-09
1.160503029182574e-09,2020-03-07 01:30:00+00:00,1.2661863414086391e-09
1.0940396649312449e-09,2020-03-07 02:30:00+00:00,1.2630881405234835e-09
1.0116176552800003e-09,2020-03-07 03:30:00+00:00,1.260185399725787e-09
9.56962259822443e-10,2020-03-07 04:30:00+00:00,1.2586563607859988e-09
8.903310126745128e-10,2020-03-07 05:30:00+00:00,1.258180426762402e-09
7.855591286590886e-10,2020-03-07 06:30:00+00:00,1.2573509582030522e-09
6.862882937304684e-10,2020-03-07 07:30:00+00:00,1.2537686416388109e-09
6.756434021166067e-10,2020-03-07 08:30:00+00:00,1.251270314919522e-09
7.245322376145777e-10,2020-03-07 09:30:00+00:00,1.2468609197347725e-09
8.175290524710745e-10,2020-03-07 10:30:00+00:00,1.2358524590369943e-09
9.57700088849474e-10,2020-03-07 11:30:00+00:00,1.2174734638907088e-09
1.1072819864344075e-09,2020-03-07 12:30:00+00:00,1.1811533938273167e-09
1.1839709748920255e-09,2020-03-07 13:30:00+00:00,1.156410892521436e-09
1.2611445186515669e-09,2020-03-07 14:30:00+00:00,1.1387265008240954e-09
1.2730797425565175e-09,2020-03-07 15:30:00+00:00,1.1279896447855207e-09
1.2763887221898391e-09,2020-03-07 16:30:00+00:00,1.1207742491637088e-09
1.2688522242756457e-09,2020-03-07 17:30:00+00:00,1.1151261467661222e-09
1.2370348869662995e-09,2020-03-07 18:30:00+00:00,1.1047439740703115e-09
1.2349205892983888e-09,2020-03-07 19:30:00+00:00,1.0925360867348842e-09
1.2311019072190546e-09,2020-03-07 20:30:00+00:00,1.082052807105948e-09
1.2078790680801193e-09,2020-03-07 21:30:00+00:00,1.076472019019738e-09
1.1757181284088216e-09,2020-03-07 22:30:00+00:00,1.0712941460108251e-09
1.1346098946512614e-09,2020-03-07 23:30:00+00:00,1.0664659328465324e-09
1.1037290192796399e-09,2020-03-08 00:30:00+00:00,1.0606840620098187e-09
1.0794894883010887e-09,2020-03-08 01:30:00+00:00,1.0573084978064236e-09
1.0410822562766432e-09,2020-03-08 02:30:00+00:00,1.0551019391124817e-09
1.0122596393280763e-09,2020-03-08 03:30:00+00:00,1.0551286884478183e-09
9.68245210587048e-10,2020-03-08 04:30:00+00:00,1.0555988113963436e-09
8.55667608904683e-10,2020-03-08 05:30:00+00:00,1.054154502905934e-09
7.595374237338386e-10,2020-03-08 06:30:00+00:00,1.0530702652007154e-09
6.407994203059619e-10,2020-03-08 07:30:00+00:00,1.0511748954746941e-09
6.582610846891979e-10,2020-03-08 08:30:00+00:00,1.0504506322485523e-09
6.746755723618976e-10,2020-03-08 09:30:00+00:00,1.0483732711963572e-09
7.495559194494114e-10,2020-03-08 10:30:00+00:00,1.0455410573204546e-09
8.700216915323588e-10,2020-03-08 11:30:00+00:00,1.0418877907655748e-09
9.651796996349611e-10,2020-03-08 12:30:00+00:00,1.0359668621489312e-09
1.0526511265306279e-09,2020-03-08 13:30:00+00:00,1.0304952018005396e-09
1.0691614938121982e-09,2020-03-08 14:30:00+00:00,1.0224959090988991e-09
1.1281503947779712e-09,2020-03-08 15:30:00+00:00,1.016457186274793e-09
1.1584456694635147e-09,2020-03-08 16:30:00+00:00,1.0115428924111964e-09
1.1662472632782356e-09,2020-03-08 17:30:00+00:00,1.0072676857029707e-09
1.1686641450555726e-09,2020-03-08 18:30:00+00:00,1.004418904790024e-09
1.1752313784291776e-09,2020-03-08 19:30:00+00:00,1.00193185433714e-09
1.2052947796943058e-09,2020-03-08 20:30:00+00:00,1.000856557356942e-09
1.3397025032596448e-09,2020-03-08 21:30:00+00:00,1.0063492004894224e-09
1.1532124670891967e-09,2020-03-08 22:30:00+00:00,1.0054114646011047e-09
1.1088595992502535e-09,2020-03-08 23:30:00+00:00,1.0043385356260627e-09
1.0655860487829692e-09,2020-03-09 00:30:00+00:00,1.0027492451887011e-09
1.0560407867662127e-09,2020-03-09 01:30:00+00:00,1.0017722159580813e-09
9.862047924715543e-10,2020-03-09 02:30:00+00:00,9.994856549662029e-10
8.719373526818943e-10,2020-03-09 03:30:00+00:00,9.93638893022612e-10
8.06563293062735e-10,2020-03-09 04:30:00+00:00,9.869021464590987e-10
7.393541207912342e-10,2020-03-09 05:30:00+00:00,9.820557511210385e-10
6.810993551908723e-10,2020-03-09 06:30:00+00:00,9.787874982650814e-10
7.443870783625161e-10,2020-03-09 07:30:00+00:00,9.831036506841044e-10
8.511339000466137e-10,2020-03-09 08:30:00+00:00,9.911400179906636e-10
1.058910402052192e-09,2020-03-09 09:30:00+00:00,1.0071498025610923e-09
1.35917116843835e-09,2020-03-09 10:30:00+00:00,1.0325504379356316e-09
1.7929337343726302e-09,2020-03-09 11:30:00+00:00,1.0710051063873095e-09
1.7795885326786204e-09,2020-03-09 12:30:00+00:00,1.1049388077641287e-09
1.7539629983285936e-09,2020-03-09 13:30:00+00:00,1.1341601357557106e-09
1.7543520593400628e-09,2020-03-09 14:30:00+00:00,1.162709742652705e-09
1.5903240450523701e-09,2020-03-09 15:30:00+00:00,1.181966978080805e-09
1.4484095784558188e-09,2020-03-09 16:30:00+00:00,1.1940488076221507e-09
1.4686617999513991e-09,2020-03-09 17:30:00+00:00,1.206649413316866e-09
1.4439114990068176e-09,2020-03-09 18:30:00+00:00,1.2181180530648344e-09
1.4734430998688952e-09,2020-03-09 19:30:00+00:00,1.230543541458156e-09
1.4784869554992847e-09,2020-03-09 20:30:00+00:00,1.2419265487833633e-09
1.467734735414207e-09,2020-03-09 21:30:00+00:00,1.2472612251231373e-09
1.4281064522616316e-09,2020-03-09 22:30:00+00:00,1.2587151411719886e-09
1.338839010438278e-09,2020-03-09 23:30:00+00:00,1.2682976166381562e-09
1.2248816407311225e-09,2020-03-10 00:30:00+00:00,1.2749349329693293e-09
1.1650362043710268e-09,2020-03-10 01:30:00+00:00,1.2794764087028633e-09
1.0717301416026533e-09,2020-03-10 02:30:00+00:00,1.283039964916659e-09
9.979721080566125e-10,2020-03-10 03:30:00+00:00,1.2882914130572723e-09
8.835129241852654e-10,2020-03-10 04:30:00+00:00,1.291497647687378e-09
7.797304850989832e-10,2020-03-10 05:30:00+00:00,1.2931799962002008e-09
6.867211040036902e-10,2020-03-10 06:30:00+00:00,1.2934142357340683e-09
7.300858197969534e-10,2020-03-10 07:30:00+00:00,1.2928183499605031e-09
8.501082503680857e-10,2020-03-10 08:30:00+00:00,1.2927756145572313e-09
1.1139396343259474e-09,2020-03-10 09:30:00+00:00,1.2950684992353043e-09
1.3863206554516867e-09,2020-03-10 10:30:00+00:00,1.2961997278608598e-09
1.725654939810367e-09,2020-03-10 11:30:00+00:00,1.2933964447540987e-09
1.822415090598098e-09,2020-03-10 12:30:00+00:00,1.2951808846674105e-09
1.735304931048561e-09,2020-03-10 13:30:00+00:00,1.2944034651974092e-09
1.532051028811521e-09,2020-03-10 14:30:00+00:00,1.2851409222587198e-09
1.4769656198408956e-09,2020-03-10 15:30:00+00:00,1.280417654541575e-09
1.4566251130390604e-09,2020-03-10 16:30:00+00:00,1.2807599684825433e-09
1.4867833716517453e-09,2020-03-10 17:30:00+00:00,1.281515033970058e-09
1.4349649275612106e-09,2020-03-10 18:30:00+00:00,1.2811422601598242e-09
1.4517337725182244e-09,2020-03-10 19:30:00+00:00,1.2802377048535464e-09
1.4778946531036034e-09,2020-03-10 20:30:00+00:00,1.2802130255870596e-09
1.4645951689563277e-09,2020-03-10 21:30:00+00:00,1.2800822103179814e-09
1.430451745725879e-09,2020-03-10 22:30:00+00:00,1.2801799308789916e-09
1.3378286888914035e-09,2020-03-10 23:30:00+00:00,1.2801378341478719e-09
1.2164755999541057e-09,2020-03-11 00:30:00+00:00,1.2797875824488295e-09
1.1630612571604467e-09,2020-03-11 01:30:00+00:00,1.2797052929817223e-09
1.0952998991452876e-09,2020-03-11 02:30:00+00:00,1.2806873662126652e-09
9.89648287412682e-10,2020-03-11 03:30:00+00:00,1.2803405403525012e-09
8.907641761737185e-10,2020-03-11 04:30:00+00:00,1.28064267585202e-09
7.705262508663027e-10,2020-03-11 05:30:00+00:00,1.2802591660923253e-09
7.289914699195511e-10,2020-03-11 06:30:00+00:00,1.2820204313388197e-09
7.748340467685898e-10,2020-03-11 07:30:00+00:00,1.283884940795971e-09
8.195858409143324e-10,2020-03-11 08:30:00+00:00,1.282613173735398e-09
1.1058776649703404e-09,2020-03-11 09:30:00+00:00,1.282277258345581e-09
1.6773898655577365e-09,2020-03-11 10:30:00+00:00,1.2944051420999998e-09
1.7305436909520406e-09,2020-03-11 11:30:00+00:00,1.294608840064236e-09
1.7594683773068568e-09,2020-03-11 12:30:00+00:00,1.2919860603437676e-09
1.7104898765415947e-09,2020-03-11 13:30:00+00:00,1.2909520997393107e-09
1.5637194829889514e-09,2020-03-11 14:30:00+00:00,1.2922716186633701e-09
1.447158441514718e-09,2020-03-11 15:30:00+00:00,1.2910296528997796e-09
1.4202117222810912e-09,2020-03-11 16:30:00+00:00,1.289512428284864e-09
1.468947990653647e-09,2020-03-11 17:30:00+00:00,1.288769287409943e-09
1.4564457102647187e-09,2020-03-11 18:30:00+00:00,1.2896643200225894e-09
1.4374788091993007e-09,2020-03-11 19:30:00+00:00,1.2890703632176343e-09
1.4370524327956188e-09,2020-03-11 20:30:00+00:00,1.287368604038135e-09
1.4399255025850205e-09,2020-03-11 21:30:00+00:00,1.2863407012726636e-09
1.410910672901925e-09,2020-03-11 22:30:00+00:00,1.285526489904999e-09
1.3143935955396233e-09,2020-03-11 23:30:00+00:00,1.2845500276820081e-09
1.2114027536030383e-09,2020-03-12 00:30:00+00:00,1.2843386590840474e-09
1.153081273456558e-09,2020-03-12 01:30:00+00:00,1.2839228264297185e-09
1.0809578684926215e-09,2020-03-12 02:30:00+00:00,1.2833252418191907e-09
1.017169656151386e-09,2020-03-12 03:30:00+00:00,1.2844719655166367e-09
9.183176563077388e-10,2020-03-12 04:30:00+00:00,1.2856200271888876e-09
8.007387931262896e-10,2020-03-12 05:30:00+00:00,1.286878883116387e-09
7.259041873122416e-10,2020-03-12 06:30:00+00:00,1.2867502463410824e-09
7.328185454553606e-10,2020-03-12 07:30:00+00:00,1.2849996004530312e-09
8.562777182198426e-10,2020-03-12 08:30:00+00:00,1.286528428674094e-09
1.1103910762086435e-09,2020-03-12 09:30:00+00:00,1.2867164874756904e-09
1.336831547818858e-09,2020-03-12 10:30:00+00:00,1.2725265575699036e-09
1.596863490694668e-09,2020-03-12 11:30:00+00:00,1.2669565492258465e-09
1.760342630913354e-09,2020-03-12 12:30:00+00:00,1.2669929764594505e-09
1.6480600492218975e-09,2020-03-12 13:30:00+00:00,1.2643917336544631e-09
1.5284343517634283e-09,2020-03-12 14:30:00+00:00,1.2629215198533996e-09
1.4515796515506648e-09,2020-03-12 15:30:00+00:00,1.263105736938231e-09
1.4117545019314874e-09,2020-03-12 16:30:00+00:00,1.2627533527569972e-09
1.545008414338466e-09,2020-03-12 17:30:00+00:00,1.2659225370771979e-09
1.4635840854416891e-09,2020-03-12 18:30:00+00:00,1.2662199693762385e-09
1.4637200677633314e-09,2020-03-12 19:30:00+00:00,1.2673133551497393e-09
1.4390959281519743e-09,2020-03-12 20:30:00+00:00,1.2673985007895875e-09
1.4225160256346762e-09,2020-03-12 21:30:00+00:00,1.2666731059166565e-09
1.3593668535314223e-09,2020-03-12 22:30:00+00:00,1.2645254467762186e-09
1.2856486624817416e-09,2020-03-12 23:30:00+00:00,1.2633277412321406e-09
1.15990100639167e-09,2020-03-13 00:30:00+00:00,1.2611818350983336e-09
1.1224845807587568e-09,2020-03-13 01:30:00+00:00,1.2599069729025919e-09
1.0373866336730421e-09,2020-03-13 02:30:00+00:00,1.2580915047851096e-09
9.465035204611798e-10,2020-03-13 03:30:00+00:00,1.2551470824646843e-09
8.761029282963055e-10,2020-03-13 04:30:00+00:00,1.2533881354642078e-09
7.850769588664276e-10,2020-03-13 05:30:00+00:00,1.2527355590367137e-09
7.268163274182004e-10,2020-03-13 06:30:00+00:00,1.2527735648744622e-09
8.102375971519384e-10,2020-03-13 07:30:00+00:00,1.2559993586951528e-09
8.409946727101588e-10,2020-03-13 08:30:00+00:00,1.2553625651322495e-09
1.046639752011824e-09,2020-03-13 09:30:00+00:00,1.252706259957382e-09
1.3211851600206671e-09,2020-03-13 10:30:00+00:00,1.2520543271324573e-09
1.6627475542401987e-09,2020-03-13 11:30:00+00:00,1.2547994964468547e-09
1.6830832463692958e-09,2020-03-13 12:30:00+00:00,1.2515803554241854e-09
1.5953894564979699e-09,2020-03-13 13:30:00+00:00,1.2493857473940217e-09
1.4801799754842989e-09,2020-03-13 14:30:00+00:00,1.2473751483823912e-09
1.4664007854969274e-09,2020-03-13 15:30:00+00:00,1.247992695630152e-09
1.462345380161527e-09,2020-03-13 16:30:00+00:00,1.2501006488897371e-09
1.5373810880229337e-09,2020-03-13 17:30:00+00:00,1.2497828436265898e-09
1.423836461979955e-09,2020-03-13 18:30:00+00:00,1.2481266926490174e-09
1.4051849880969008e-09,2020-03-13 19:30:00+00:00,1.2456877309962496e-09
1.4386139986763784e-09,2020-03-13 20:30:00+00:00,1.245667650601433e-09
1.4605160803225108e-09,2020-03-13 21:30:00+00:00,1.2472509862134263e-09
1.406080519096792e-09,2020-03-13 22:30:00+00:00,1.2491973889453167e-09
1.2852789814356767e-09,2020-03-13 23:30:00+00:00,1.2491819855683974e-09
1.173842781348731e-09,2020-03-14 00:30:00+00:00,1.249762892858275e-09
1.113558773956923e-09,2020-03-14 01:30:00+00:00,1.2493909842415317e-09
1.0489074883027906e-09,2020-03-14 02:30:00+00:00,1.2498710198511047e-09
9.585577505802173e-10,2020-03-14 03:30:00+00:00,1.250373279439398e-09
8.553573264412469e-10,2020-03-14 04:30:00+00:00,1.2495088793621037e-09
7.630496127296845e-10,2020-03-14 05:30:00+00:00,1.2485910732730728e-09
6.999024714844378e-10,2020-03-14 06:30:00+00:00,1.2474696626091663e-09
6.753889526498578e-10,2020-03-14 07:30:00+00:00,1.241850969088246e-09
6.761604945151352e-10,2020-03-14 08:30:00+00:00,1.23498287833012e-09
8.053036070061468e-10,2020-03-14 09:30:00+00:00,1.2249272056215504e-09
9.365020901118446e-10,2020-03-14 10:30:00+00:00,1.2088987443753493e-09
1.065013775297958e-09,2020-03-14 11:30:00+00:00,1.183993170252756e-09
1.1698518175806593e-09,2020-03-14 12:30:00+00:00,1.162608527386563e-09
1.2109041737407624e-09,2020-03-14 13:30:00+00:00,1.1465883072716794e-09
1.232685780809727e-09,2020-03-14 14:30:00+00:00,1.136276049160239e-09
1.2321377102024824e-09,2020-03-14 15:30:00+00:00,1.126515087689637e-09
1.2254157723708105e-09,2020-03-14 16:30:00+00:00,1.1166430206983572e-09
1.2492564181495497e-09,2020-03-14 17:30:00+00:00,1.1046378261202995e-09
1.2048670000734698e-09,2020-03-14 18:30:00+00:00,1.0955140985408624e-09
1.191397506707537e-09,2020-03-14 19:30:00+00:00,1.0866062868163057e-09
1.1720237287658768e-09,2020-03-14 20:30:00+00:00,1.075498358903368e-09
1.141162148351439e-09,2020-03-14 21:30:00+00:00,1.06219194507124e-09
1.1276657476736836e-09,2020-03-14 22:30:00+00:00,1.050591329595277e-09
1.0887977103594014e-09,2020-03-14 23:30:00+00:00,1.0424046099670988e-09
