,Date,Load_megawatthours,Zone
363002,2019-10-10 16:00:00,5995.1,N.Y.C.
363013,2019-10-10 17:00:00,5991.9,N.Y.C.
363024,2019-10-10 18:00:00,5894.6,N.Y.C.
363035,2019-10-10 19:00:00,5815.1,N.Y.C.
363046,2019-10-10 20:00:00,5601.5,N.Y.C.
363057,2019-10-10 21:00:00,5339.8,N.Y.C.
363068,2019-10-10 22:00:00,5007.8,N.Y.C.
363079,2019-10-10 23:00:00,4644.9,N.Y.C.
363090,2019-10-11 00:00:00,4311.2,N.Y.C.
363101,2019-10-11 01:00:00,4108.1,N.Y.C.
363112,2019-10-11 02:00:00,3971.1,N.Y.C.
363123,2019-10-11 03:00:00,3903.2,N.Y.C.
363134,2019-10-11 04:00:00,3919.2,N.Y.C.
363145,2019-10-11 05:00:00,4142.7,N.Y.C.
363156,2019-10-11 06:00:00,4662.5,N.Y.C.
363167,2019-10-11 07:00:00,5141.5,N.Y.C.
363178,2019-10-11 08:00:00,5456.7,N.Y.C.
363189,2019-10-11 09:00:00,5668.5,N.Y.C.
363200,2019-10-11 10:00:00,5713.1,N.Y.C.
363211,2019-10-11 11:00:00,5786.9,N.Y.C.
363222,2019-10-11 12:00:00,5810.4,N.Y.C.
363233,2019-10-11 13:00:00,5821.3,N.Y.C.
363244,2019-10-11 14:00:00,5798.1,N.Y.C.
363255,2019-10-11 15:00:00,5782.4,N.Y.C.
363266,2019-10-11 16:00:00,5816.6,N.Y.C.
363277,2019-10-11 17:00:00,5828.0,N.Y.C.
363288,2019-10-11 18:00:00,5749.8,N.Y.C.
363299,2019-10-11 19:00:00,5645.5,N.Y.C.
363310,2019-10-11 20:00:00,5450.3,N.Y.C.
363321,2019-10-11 21:00:00,5239.4,N.Y.C.
363333,2019-10-11 22:00:00,4967.0,N.Y.C.
363343,2019-10-11 23:00:00,4662.1,N.Y.C.
363354,2019-10-12 00:00:00,4369.4,N.Y.C.
363365,2019-10-12 01:00:00,4158.5,N.Y.C.
363376,2019-10-12 02:00:00,4011.5,N.Y.C.
363387,2019-10-12 03:00:00,3926.0,N.Y.C.
363398,2019-10-12 04:00:00,3898.0,N.Y.C.
363409,2019-10-12 05:00:00,3948.5,N.Y.C.
363420,2019-10-12 06:00:00,4126.2,N.Y.C.
363431,2019-10-12 07:00:00,4333.7,N.Y.C.
363442,2019-10-12 08:00:00,4614.4,N.Y.C.
363453,2019-10-12 09:00:00,4827.0,N.Y.C.
363464,2019-10-12 10:00:00,4962.4,N.Y.C.
363475,2019-10-12 11:00:00,5036.3,N.Y.C.
363486,2019-10-12 12:00:00,5007.1,N.Y.C.
363497,2019-10-12 13:00:00,5018.3,N.Y.C.
363508,2019-10-12 14:00:00,5044.3,N.Y.C.
363519,2019-10-12 15:00:00,5064.5,N.Y.C.
363530,2019-10-12 16:00:00,5094.5,N.Y.C.
363541,2019-10-12 17:00:00,5122.3,N.Y.C.
363552,2019-10-12 18:00:00,5225.2,N.Y.C.
363563,2019-10-12 19:00:00,5255.9,N.Y.C.
363574,2019-10-12 20:00:00,5159.9,N.Y.C.
363585,2019-10-12 21:00:00,5032.9,N.Y.C.
363596,2019-10-12 22:00:00,4845.4,N.Y.C.
363607,2019-10-12 23:00:00,4626.1,N.Y.C.
363618,2019-10-13 00:00:00,4374.5,N.Y.C.
363629,2019-10-13 01:00:00,4182.1,N.Y.C.
363640,2019-10-13 02:00:00,4034.8,N.Y.C.
363651,2019-10-13 03:00:00,3932.9,N.Y.C.
363662,2019-10-13 04:00:00,3888.2,N.Y.C.
363673,2019-10-13 05:00:00,3925.7,N.Y.C.
363684,2019-10-13 06:00:00,4029.8,N.Y.C.
363695,2019-10-13 07:00:00,4153.2,N.Y.C.
363706,2019-10-13 08:00:00,4379.5,N.Y.C.
363717,2019-10-13 09:00:00,4589.4,N.Y.C.
363728,2019-10-13 10:00:00,4763.5,N.Y.C.
363739,2019-10-13 11:00:00,4889.6,N.Y.C.
363750,2019-10-13 12:00:00,4934.8,N.Y.C.
363761,2019-10-13 13:00:00,4951.9,N.Y.C.
363772,2019-10-13 14:00:00,4956.9,N.Y.C.
363783,2019-10-13 15:00:00,4988.5,N.Y.C.
363794,2019-10-13 16:00:00,5022.0,N.Y.C.
363805,2019-10-13 17:00:00,5066.9,N.Y.C.
363816,2019-10-13 18:00:00,5180.9,N.Y.C.
363827,2019-10-13 19:00:00,5209.0,N.Y.C.
363838,2019-10-13 20:00:00,5146.1,N.Y.C.
363849,2019-10-13 21:00:00,5023.2,N.Y.C.
363860,2019-10-13 22:00:00,4832.8,N.Y.C.
363871,2019-10-13 23:00:00,4583.1,N.Y.C.
363882,2019-10-14 00:00:00,4347.0,N.Y.C.
363893,2019-10-14 01:00:00,4157.7,N.Y.C.
363904,2019-10-14 02:00:00,4036.5,N.Y.C.
363915,2019-10-14 03:00:00,3978.8,N.Y.C.
363926,2019-10-14 04:00:00,3990.6,N.Y.C.
363937,2019-10-14 05:00:00,4171.3,N.Y.C.
363948,2019-10-14 06:00:00,4572.9,N.Y.C.
363959,2019-10-14 07:00:00,4981.0,N.Y.C.
363970,2019-10-14 08:00:00,5319.0,N.Y.C.
363981,2019-10-14 09:00:00,5543.3,N.Y.C.
363992,2019-10-14 10:00:00,5600.1,N.Y.C.
364003,2019-10-14 11:00:00,5675.2,N.Y.C.
364014,2019-10-14 12:00:00,5745.4,N.Y.C.
364025,2019-10-14 13:00:00,5793.7,N.Y.C.
364035,2019-10-14 14:00:00,5843.7,N.Y.C.
364047,2019-10-14 15:00:00,5905.4,N.Y.C.
364058,2019-10-14 16:00:00,5968.2,N.Y.C.
364069,2019-10-14 17:00:00,5973.5,N.Y.C.
364080,2019-10-14 18:00:00,5893.2,N.Y.C.
364091,2019-10-14 19:00:00,5824.6,N.Y.C.
364102,2019-10-14 20:00:00,5620.7,N.Y.C.
364113,2019-10-14 21:00:00,5379.3,N.Y.C.
364124,2019-10-14 22:00:00,5055.3,N.Y.C.
364135,2019-10-14 23:00:00,4679.0,N.Y.C.
364146,2019-10-15 00:00:00,4350.8,N.Y.C.
364157,2019-10-15 01:00:00,4133.3,N.Y.C.
364168,2019-10-15 02:00:00,3990.3,N.Y.C.
364179,2019-10-15 03:00:00,3942.8,N.Y.C.
364190,2019-10-15 04:00:00,3962.0,N.Y.C.
364201,2019-10-15 05:00:00,4181.5,N.Y.C.
364212,2019-10-15 06:00:00,4710.2,N.Y.C.
364223,2019-10-15 07:00:00,5189.7,N.Y.C.
364234,2019-10-15 08:00:00,5479.0,N.Y.C.
364245,2019-10-15 09:00:00,5654.6,N.Y.C.
364256,2019-10-15 10:00:00,5714.9,N.Y.C.
364267,2019-10-15 11:00:00,5763.2,N.Y.C.
364278,2019-10-15 12:00:00,5794.6,N.Y.C.
364289,2019-10-15 13:00:00,5819.1,N.Y.C.
364300,2019-10-15 14:00:00,5828.1,N.Y.C.
364311,2019-10-15 15:00:00,5874.0,N.Y.C.
364322,2019-10-15 16:00:00,5911.3,N.Y.C.
364333,2019-10-15 17:00:00,5933.7,N.Y.C.
364344,2019-10-15 18:00:00,5871.8,N.Y.C.
364355,2019-10-15 19:00:00,5784.2,N.Y.C.
364366,2019-10-15 20:00:00,5581.5,N.Y.C.
364377,2019-10-15 21:00:00,5342.6,N.Y.C.
364388,2019-10-15 22:00:00,5027.2,N.Y.C.
364399,2019-10-15 23:00:00,4622.9,N.Y.C.
364410,2019-10-16 00:00:00,4317.3,N.Y.C.
364421,2019-10-16 01:00:00,4115.0,N.Y.C.
364432,2019-10-16 02:00:00,3990.6,N.Y.C.
364443,2019-10-16 03:00:00,3934.0,N.Y.C.
364454,2019-10-16 04:00:00,3952.8,N.Y.C.
364465,2019-10-16 05:00:00,4184.3,N.Y.C.
364476,2019-10-16 06:00:00,4730.2,N.Y.C.
364487,2019-10-16 07:00:00,5246.6,N.Y.C.
364498,2019-10-16 08:00:00,5566.4,N.Y.C.
364509,2019-10-16 09:00:00,5788.9,N.Y.C.
364520,2019-10-16 10:00:00,5915.2,N.Y.C.
364531,2019-10-16 11:00:00,5998.8,N.Y.C.
364542,2019-10-16 12:00:00,6070.3,N.Y.C.
364553,2019-10-16 13:00:00,6106.3,N.Y.C.
364564,2019-10-16 14:00:00,6105.4,N.Y.C.
364575,2019-10-16 15:00:00,6146.1,N.Y.C.
364586,2019-10-16 16:00:00,6206.2,N.Y.C.
364597,2019-10-16 17:00:00,6254.7,N.Y.C.
364608,2019-10-16 18:00:00,6126.9,N.Y.C.
364619,2019-10-16 19:00:00,5967.1,N.Y.C.
364630,2019-10-16 20:00:00,5759.3,N.Y.C.
364641,2019-10-16 21:00:00,5508.4,N.Y.C.
364652,2019-10-16 22:00:00,5162.6,N.Y.C.
364663,2019-10-16 23:00:00,4680.1,N.Y.C.
364674,2019-10-17 00:00:00,4303.3,N.Y.C.
364685,2019-10-17 01:00:00,4083.0,N.Y.C.
364696,2019-10-17 02:00:00,3948.9,N.Y.C.
364707,2019-10-17 03:00:00,3889.8,N.Y.C.
364718,2019-10-17 04:00:00,3912.7,N.Y.C.
364729,2019-10-17 05:00:00,4166.6,N.Y.C.
364740,2019-10-17 06:00:00,4705.5,N.Y.C.
364751,2019-10-17 07:00:00,5212.8,N.Y.C.
364762,2019-10-17 08:00:00,5539.7,N.Y.C.
364773,2019-10-17 09:00:00,5707.9,N.Y.C.
364784,2019-10-17 10:00:00,5766.4,N.Y.C.
364795,2019-10-17 11:00:00,5803.3,N.Y.C.
364806,2019-10-17 12:00:00,5809.2,N.Y.C.
364817,2019-10-17 13:00:00,5824.6,N.Y.C.
364828,2019-10-17 14:00:00,5808.1,N.Y.C.
364839,2019-10-17 15:00:00,5816.5,N.Y.C.
364850,2019-10-17 16:00:00,5822.3,N.Y.C.
364861,2019-10-17 17:00:00,5869.1,N.Y.C.
364872,2019-10-17 18:00:00,5855.5,N.Y.C.
364883,2019-10-17 19:00:00,5762.6,N.Y.C.
364894,2019-10-17 20:00:00,5595.4,N.Y.C.
364905,2019-10-17 21:00:00,5372.9,N.Y.C.
364916,2019-10-17 22:00:00,5060.2,N.Y.C.
364927,2019-10-17 23:00:00,4683.1,N.Y.C.
364938,2019-10-18 00:00:00,4357.7,N.Y.C.
364949,2019-10-18 01:00:00,4157.5,N.Y.C.
364960,2019-10-18 02:00:00,4018.7,N.Y.C.
364971,2019-10-18 03:00:00,3958.2,N.Y.C.
364982,2019-10-18 04:00:00,3976.2,N.Y.C.
364993,2019-10-18 05:00:00,4204.3,N.Y.C.
364997,2019-10-18 06:00:00,4745.5,N.Y.C.
365015,2019-10-18 07:00:00,5214.5,N.Y.C.
365026,2019-10-18 08:00:00,5514.5,N.Y.C.
365037,2019-10-18 09:00:00,5690.7,N.Y.C.
365048,2019-10-18 10:00:00,5732.5,N.Y.C.
365059,2019-10-18 11:00:00,5745.6,N.Y.C.
365070,2019-10-18 12:00:00,5743.9,N.Y.C.
365081,2019-10-18 13:00:00,5746.7,N.Y.C.
365092,2019-10-18 14:00:00,5728.4,N.Y.C.
365103,2019-10-18 15:00:00,5712.2,N.Y.C.
365112,2019-10-18 16:00:00,5740.7,N.Y.C.
365125,2019-10-18 17:00:00,5764.7,N.Y.C.
365136,2019-10-18 18:00:00,5716.5,N.Y.C.
365147,2019-10-18 19:00:00,5644.7,N.Y.C.
365158,2019-10-18 20:00:00,5460.7,N.Y.C.
365169,2019-10-18 21:00:00,5255.0,N.Y.C.
365180,2019-10-18 22:00:00,5000.9,N.Y.C.
365191,2019-10-18 23:00:00,4692.2,N.Y.C.
365202,2019-10-19 00:00:00,4385.8,N.Y.C.
365213,2019-10-19 01:00:00,4173.9,N.Y.C.
365224,2019-10-19 02:00:00,4052.9,N.Y.C.
365235,2019-10-19 03:00:00,3968.5,N.Y.C.
365246,2019-10-19 04:00:00,3946.7,N.Y.C.
365257,2019-10-19 05:00:00,4008.4,N.Y.C.
365268,2019-10-19 06:00:00,4179.9,N.Y.C.
365279,2019-10-19 07:00:00,4396.9,N.Y.C.
365290,2019-10-19 08:00:00,4638.9,N.Y.C.
365301,2019-10-19 09:00:00,4830.4,N.Y.C.
365312,2019-10-19 10:00:00,4965.7,N.Y.C.
365323,2019-10-19 11:00:00,5017.2,N.Y.C.
365334,2019-10-19 12:00:00,5023.7,N.Y.C.
365345,2019-10-19 13:00:00,4984.2,N.Y.C.
365356,2019-10-19 14:00:00,4966.8,N.Y.C.
365367,2019-10-19 15:00:00,4964.4,N.Y.C.
365378,2019-10-19 16:00:00,4982.1,N.Y.C.
365389,2019-10-19 17:00:00,5034.9,N.Y.C.
365400,2019-10-19 18:00:00,5169.0,N.Y.C.
365411,2019-10-19 19:00:00,5192.0,N.Y.C.
365422,2019-10-19 20:00:00,5111.5,N.Y.C.
365433,2019-10-19 21:00:00,4998.3,N.Y.C.
365444,2019-10-19 22:00:00,4821.4,N.Y.C.
365455,2019-10-19 23:00:00,4594.5,N.Y.C.
365466,2019-10-20 00:00:00,4348.0,N.Y.C.
365477,2019-10-20 01:00:00,4152.6,N.Y.C.
365488,2019-10-20 02:00:00,4007.0,N.Y.C.
365499,2019-10-20 03:00:00,3922.9,N.Y.C.
365510,2019-10-20 04:00:00,3883.8,N.Y.C.
365521,2019-10-20 05:00:00,3928.9,N.Y.C.
365532,2019-10-20 06:00:00,4067.8,N.Y.C.
365543,2019-10-20 07:00:00,4216.8,N.Y.C.
365554,2019-10-20 08:00:00,4435.2,N.Y.C.
365565,2019-10-20 09:00:00,4670.9,N.Y.C.
365576,2019-10-20 10:00:00,4852.1,N.Y.C.
365587,2019-10-20 11:00:00,4972.8,N.Y.C.
365598,2019-10-20 12:00:00,5059.3,N.Y.C.
365609,2019-10-20 13:00:00,5098.6,N.Y.C.
365620,2019-10-20 14:00:00,5127.1,N.Y.C.
365631,2019-10-20 15:00:00,5160.7,N.Y.C.
365642,2019-10-20 16:00:00,5226.3,N.Y.C.
365653,2019-10-20 17:00:00,5304.8,N.Y.C.
365664,2019-10-20 18:00:00,5393.1,N.Y.C.
365675,2019-10-20 19:00:00,5367.6,N.Y.C.
365686,2019-10-20 20:00:00,5262.6,N.Y.C.
365697,2019-10-20 21:00:00,5109.2,N.Y.C.
365708,2019-10-20 22:00:00,4867.3,N.Y.C.
365719,2019-10-20 23:00:00,4552.5,N.Y.C.
365730,2019-10-21 00:00:00,4295.5,N.Y.C.
365741,2019-10-21 01:00:00,4120.4,N.Y.C.
365752,2019-10-21 02:00:00,4003.9,N.Y.C.
365763,2019-10-21 03:00:00,3966.0,N.Y.C.
365774,2019-10-21 04:00:00,4003.8,N.Y.C.
365785,2019-10-21 05:00:00,4239.8,N.Y.C.
365796,2019-10-21 06:00:00,4771.6,N.Y.C.
365807,2019-10-21 07:00:00,5257.9,N.Y.C.
365818,2019-10-21 08:00:00,5551.0,N.Y.C.
365829,2019-10-21 09:00:00,5721.4,N.Y.C.
365840,2019-10-21 10:00:00,5760.1,N.Y.C.
365851,2019-10-21 11:00:00,5798.4,N.Y.C.
365862,2019-10-21 12:00:00,5828.6,N.Y.C.
365873,2019-10-21 13:00:00,5843.7,N.Y.C.
365884,2019-10-21 14:00:00,5842.9,N.Y.C.
365895,2019-10-21 15:00:00,5886.3,N.Y.C.
365906,2019-10-21 16:00:00,5927.7,N.Y.C.
365917,2019-10-21 17:00:00,5947.9,N.Y.C.
365928,2019-10-21 18:00:00,5928.0,N.Y.C.
365939,2019-10-21 19:00:00,5842.4,N.Y.C.
365950,2019-10-21 20:00:00,5644.4,N.Y.C.
365961,2019-10-21 21:00:00,5404.1,N.Y.C.
365972,2019-10-21 22:00:00,5076.3,N.Y.C.
365983,2019-10-21 23:00:00,4699.2,N.Y.C.
365994,2019-10-22 00:00:00,4374.0,N.Y.C.
366005,2019-10-22 01:00:00,4169.7,N.Y.C.
366016,2019-10-22 02:00:00,4039.5,N.Y.C.
366027,2019-10-22 03:00:00,3980.0,N.Y.C.
366038,2019-10-22 04:00:00,4004.8,N.Y.C.
366049,2019-10-22 05:00:00,4236.7,N.Y.C.
366060,2019-10-22 06:00:00,4775.0,N.Y.C.
366071,2019-10-22 07:00:00,5313.7,N.Y.C.
366082,2019-10-22 08:00:00,5626.8,N.Y.C.
366093,2019-10-22 09:00:00,5831.0,N.Y.C.
366097,2019-10-22 10:00:00,5899.5,N.Y.C.
366115,2019-10-22 11:00:00,5949.8,N.Y.C.
366126,2019-10-22 12:00:00,5963.5,N.Y.C.
366137,2019-10-22 13:00:00,5970.1,N.Y.C.
366148,2019-10-22 14:00:00,5957.2,N.Y.C.
366159,2019-10-22 15:00:00,5988.6,N.Y.C.
366166,2019-10-22 16:00:00,6056.9,N.Y.C.
366181,2019-10-22 17:00:00,6100.8,N.Y.C.
366192,2019-10-22 18:00:00,6023.2,N.Y.C.
366203,2019-10-22 19:00:00,5896.5,N.Y.C.
366214,2019-10-22 20:00:00,5705.7,N.Y.C.
366225,2019-10-22 21:00:00,5483.3,N.Y.C.
366236,2019-10-22 22:00:00,5153.2,N.Y.C.
366247,2019-10-22 23:00:00,4799.9,N.Y.C.
366258,2019-10-23 00:00:00,4471.7,N.Y.C.
366269,2019-10-23 01:00:00,4270.7,N.Y.C.
366280,2019-10-23 02:00:00,4103.1,N.Y.C.
366291,2019-10-23 03:00:00,4025.1,N.Y.C.
366302,2019-10-23 04:00:00,4038.2,N.Y.C.
366313,2019-10-23 05:00:00,4265.6,N.Y.C.
366324,2019-10-23 06:00:00,4804.0,N.Y.C.
366335,2019-10-23 07:00:00,5326.0,N.Y.C.
366346,2019-10-23 08:00:00,5617.0,N.Y.C.
366357,2019-10-23 09:00:00,5791.0,N.Y.C.
366368,2019-10-23 10:00:00,5846.8,N.Y.C.
366379,2019-10-23 11:00:00,5886.1,N.Y.C.
366390,2019-10-23 12:00:00,5897.8,N.Y.C.
366401,2019-10-23 13:00:00,5897.0,N.Y.C.
366412,2019-10-23 14:00:00,5892.5,N.Y.C.
366423,2019-10-23 15:00:00,5920.8,N.Y.C.
366434,2019-10-23 16:00:00,5955.6,N.Y.C.
366445,2019-10-23 17:00:00,5967.8,N.Y.C.
366456,2019-10-23 18:00:00,5922.5,N.Y.C.
366467,2019-10-23 19:00:00,5807.2,N.Y.C.
366478,2019-10-23 20:00:00,5604.0,N.Y.C.
366489,2019-10-23 21:00:00,5363.7,N.Y.C.
366500,2019-10-23 22:00:00,5029.3,N.Y.C.
366511,2019-10-23 23:00:00,4659.1,N.Y.C.
366522,2019-10-24 00:00:00,4325.2,N.Y.C.
366533,2019-10-24 01:00:00,4106.4,N.Y.C.
366544,2019-10-24 02:00:00,3980.0,N.Y.C.
366555,2019-10-24 03:00:00,3931.0,N.Y.C.
366566,2019-10-24 04:00:00,3952.5,N.Y.C.
366577,2019-10-24 05:00:00,4188.5,N.Y.C.
366588,2019-10-24 06:00:00,4731.2,N.Y.C.
366599,2019-10-24 07:00:00,5247.1,N.Y.C.
366610,2019-10-24 08:00:00,5570.2,N.Y.C.
366621,2019-10-24 09:00:00,5729.0,N.Y.C.
366632,2019-10-24 10:00:00,5778.7,N.Y.C.
366643,2019-10-24 11:00:00,5828.0,N.Y.C.
366654,2019-10-24 12:00:00,5861.1,N.Y.C.
366665,2019-10-24 13:00:00,5887.2,N.Y.C.
366676,2019-10-24 14:00:00,5892.5,N.Y.C.
366687,2019-10-24 15:00:00,5918.2,N.Y.C.
366698,2019-10-24 16:00:00,5950.1,N.Y.C.
366709,2019-10-24 17:00:00,5957.1,N.Y.C.
366720,2019-10-24 18:00:00,5911.5,N.Y.C.
366731,2019-10-24 19:00:00,5797.4,N.Y.C.
366742,2019-10-24 20:00:00,5599.7,N.Y.C.
366753,2019-10-24 21:00:00,5357.3,N.Y.C.
366764,2019-10-24 22:00:00,5030.2,N.Y.C.
366775,2019-10-24 23:00:00,4664.8,N.Y.C.
366786,2019-10-25 00:00:00,4340.7,N.Y.C.
366797,2019-10-25 01:00:00,4124.9,N.Y.C.
366808,2019-10-25 02:00:00,3998.5,N.Y.C.
366819,2019-10-25 03:00:00,3923.9,N.Y.C.
366830,2019-10-25 04:00:00,3949.6,N.Y.C.
366841,2019-10-25 05:00:00,4192.6,N.Y.C.
366852,2019-10-25 06:00:00,4729.9,N.Y.C.
366863,2019-10-25 07:00:00,5242.5,N.Y.C.
366874,2019-10-25 08:00:00,5573.3,N.Y.C.
366885,2019-10-25 09:00:00,5746.6,N.Y.C.
366896,2019-10-25 10:00:00,5810.9,N.Y.C.
366907,2019-10-25 11:00:00,5852.0,N.Y.C.
366918,2019-10-25 12:00:00,5873.4,N.Y.C.
366929,2019-10-25 13:00:00,5883.4,N.Y.C.
366940,2019-10-25 14:00:00,5862.5,N.Y.C.
366951,2019-10-25 15:00:00,5889.4,N.Y.C.
366962,2019-10-25 16:00:00,5927.7,N.Y.C.
366973,2019-10-25 17:00:00,5926.1,N.Y.C.
366984,2019-10-25 18:00:00,5890.9,N.Y.C.
366995,2019-10-25 19:00:00,5749.6,N.Y.C.
367006,2019-10-25 20:00:00,5562.8,N.Y.C.
367017,2019-10-25 21:00:00,5341.5,N.Y.C.
367028,2019-10-25 22:00:00,5064.8,N.Y.C.
367039,2019-10-25 23:00:00,4773.8,N.Y.C.
367050,2019-10-26 00:00:00,4464.7,N.Y.C.
367061,2019-10-26 01:00:00,4246.5,N.Y.C.
367072,2019-10-26 02:00:00,4096.3,N.Y.C.
367083,2019-10-26 03:00:00,4005.2,N.Y.C.
367094,2019-10-26 04:00:00,3971.1,N.Y.C.
367105,2019-10-26 05:00:00,4013.6,N.Y.C.
367116,2019-10-26 06:00:00,4201.6,N.Y.C.
367127,2019-10-26 07:00:00,4414.3,N.Y.C.
367138,2019-10-26 08:00:00,4661.7,N.Y.C.
367149,2019-10-26 09:00:00,4857.7,N.Y.C.
367160,2019-10-26 10:00:00,4999.4,N.Y.C.
367171,2019-10-26 11:00:00,5066.2,N.Y.C.
367182,2019-10-26 12:00:00,5103.4,N.Y.C.
367193,2019-10-26 13:00:00,5074.3,N.Y.C.
367204,2019-10-26 14:00:00,5057.0,N.Y.C.
367215,2019-10-26 15:00:00,5046.2,N.Y.C.
367226,2019-10-26 16:00:00,5051.0,N.Y.C.
367237,2019-10-26 17:00:00,5116.2,N.Y.C.
367248,2019-10-26 18:00:00,5250.9,N.Y.C.
367259,2019-10-26 19:00:00,5228.5,N.Y.C.
367270,2019-10-26 20:00:00,5137.2,N.Y.C.
367281,2019-10-26 21:00:00,5004.2,N.Y.C.
367292,2019-10-26 22:00:00,4816.9,N.Y.C.
367303,2019-10-26 23:00:00,4588.7,N.Y.C.
367314,2019-10-27 00:00:00,4351.7,N.Y.C.
367317,2019-10-27 01:00:00,4157.8,N.Y.C.
367336,2019-10-27 02:00:00,4017.3,N.Y.C.
367347,2019-10-27 03:00:00,3937.8,N.Y.C.
367358,2019-10-27 04:00:00,3914.4,N.Y.C.
367369,2019-10-27 05:00:00,3946.5,N.Y.C.
367380,2019-10-27 06:00:00,4063.0,N.Y.C.
367391,2019-10-27 07:00:00,4237.2,N.Y.C.
367402,2019-10-27 08:00:00,4487.9,N.Y.C.
367413,2019-10-27 09:00:00,4772.5,N.Y.C.
367424,2019-10-27 10:00:00,5033.6,N.Y.C.
367435,2019-10-27 11:00:00,5210.4,N.Y.C.
367446,2019-10-27 12:00:00,5323.9,N.Y.C.
367457,2019-10-27 13:00:00,5399.8,N.Y.C.
367468,2019-10-27 14:00:00,5396.1,N.Y.C.
367479,2019-10-27 15:00:00,5371.2,N.Y.C.
367490,2019-10-27 16:00:00,5388.4,N.Y.C.
367501,2019-10-27 17:00:00,5390.8,N.Y.C.
367512,2019-10-27 18:00:00,5505.0,N.Y.C.
367523,2019-10-27 19:00:00,5478.8,N.Y.C.
367534,2019-10-27 20:00:00,5349.6,N.Y.C.
367545,2019-10-27 21:00:00,5165.6,N.Y.C.
367556,2019-10-27 22:00:00,4913.5,N.Y.C.
367567,2019-10-27 23:00:00,4604.7,N.Y.C.
367578,2019-10-28 00:00:00,4328.8,N.Y.C.
367589,2019-10-28 01:00:00,4127.2,N.Y.C.
367600,2019-10-28 02:00:00,4011.1,N.Y.C.
367611,2019-10-28 03:00:00,3960.6,N.Y.C.
367622,2019-10-28 04:00:00,3994.6,N.Y.C.
367633,2019-10-28 05:00:00,4230.8,N.Y.C.
367644,2019-10-28 06:00:00,4769.6,N.Y.C.
367655,2019-10-28 07:00:00,5284.5,N.Y.C.
367666,2019-10-28 08:00:00,5604.6,N.Y.C.
367677,2019-10-28 09:00:00,5785.7,N.Y.C.
367688,2019-10-28 10:00:00,5848.5,N.Y.C.
367699,2019-10-28 11:00:00,5872.6,N.Y.C.
367710,2019-10-28 12:00:00,5928.0,N.Y.C.
367721,2019-10-28 13:00:00,5946.4,N.Y.C.
367732,2019-10-28 14:00:00,5906.4,N.Y.C.
367743,2019-10-28 15:00:00,5903.5,N.Y.C.
367754,2019-10-28 16:00:00,5939.1,N.Y.C.
367765,2019-10-28 17:00:00,5957.6,N.Y.C.
367776,2019-10-28 18:00:00,5947.0,N.Y.C.
367787,2019-10-28 19:00:00,5846.9,N.Y.C.
367798,2019-10-28 20:00:00,5623.2,N.Y.C.
367809,2019-10-28 21:00:00,5388.5,N.Y.C.
367820,2019-10-28 22:00:00,5047.8,N.Y.C.
367831,2019-10-28 23:00:00,4671.3,N.Y.C.
367842,2019-10-29 00:00:00,4339.0,N.Y.C.
367853,2019-10-29 01:00:00,4129.5,N.Y.C.
367864,2019-10-29 02:00:00,4011.5,N.Y.C.
367875,2019-10-29 03:00:00,3960.4,N.Y.C.
367886,2019-10-29 04:00:00,3991.3,N.Y.C.
367897,2019-10-29 05:00:00,4213.1,N.Y.C.
367908,2019-10-29 06:00:00,4761.9,N.Y.C.
367919,2019-10-29 07:00:00,5308.6,N.Y.C.
367930,2019-10-29 08:00:00,5635.0,N.Y.C.
367941,2019-10-29 09:00:00,5820.9,N.Y.C.
367952,2019-10-29 10:00:00,5888.9,N.Y.C.
367963,2019-10-29 11:00:00,5944.3,N.Y.C.
367974,2019-10-29 12:00:00,5952.0,N.Y.C.
367985,2019-10-29 13:00:00,5964.7,N.Y.C.
367996,2019-10-29 14:00:00,5951.9,N.Y.C.
368007,2019-10-29 15:00:00,5980.7,N.Y.C.
368018,2019-10-29 16:00:00,6038.2,N.Y.C.
368029,2019-10-29 17:00:00,6082.7,N.Y.C.
368040,2019-10-29 18:00:00,6038.5,N.Y.C.
368051,2019-10-29 19:00:00,5912.6,N.Y.C.
368062,2019-10-29 20:00:00,5718.0,N.Y.C.
368073,2019-10-29 21:00:00,5468.1,N.Y.C.
368084,2019-10-29 22:00:00,5132.5,N.Y.C.
368095,2019-10-29 23:00:00,4755.4,N.Y.C.
368106,2019-10-30 00:00:00,4425.3,N.Y.C.
368117,2019-10-30 01:00:00,4206.7,N.Y.C.
368128,2019-10-30 02:00:00,4077.4,N.Y.C.
368139,2019-10-30 03:00:00,4017.5,N.Y.C.
368150,2019-10-30 04:00:00,4033.2,N.Y.C.
368161,2019-10-30 05:00:00,4263.3,N.Y.C.
368172,2019-10-30 06:00:00,4818.7,N.Y.C.
368183,2019-10-30 07:00:00,5400.7,N.Y.C.
368194,2019-10-30 08:00:00,5733.8,N.Y.C.
368205,2019-10-30 09:00:00,5935.4,N.Y.C.
368216,2019-10-30 10:00:00,6003.2,N.Y.C.
368227,2019-10-30 11:00:00,6064.0,N.Y.C.
368238,2019-10-30 12:00:00,6099.7,N.Y.C.
368249,2019-10-30 13:00:00,6100.0,N.Y.C.
368260,2019-10-30 14:00:00,6074.2,N.Y.C.
368271,2019-10-30 15:00:00,6087.6,N.Y.C.
368282,2019-10-30 16:00:00,6126.5,N.Y.C.
368293,2019-10-30 17:00:00,6164.4,N.Y.C.
